"Instance Type",vendor,LeaseContractLength,Location,"monthly_cost",OfferingClass,PriceDescription,PricePerUnit,serviceName,Tenancy,TermType
"m5.metal",AWS,1yr,"EU (Stockholm)","2885.6900000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","3.9530000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"US East (N. Virginia)","411.7200000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.5640000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"Canada (Central)","410.2600000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.5620000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"EU (Ireland)","1514.0200000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.0740000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"EU (Stockholm)","70.8100000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.0970000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"US West (Oregon)","2471.0500000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","3.3850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.4xlarge",AWS,1yr,"US West (Oregon)","442.3800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.4xlarge reserved instance applied","0.6060000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"Asia Pacific (Singapore)","1043.9000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.4300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"Asia Pacific (Sydney)","2233.8000000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","3.0600000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"US East (N. Virginia)","2899.5600000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","3.9720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"Middle East (Bahrain)","81.76000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1120000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"US East (Ohio)","966.52000000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.3240000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"Canada (Central)","270.8300000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.3710000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"US West (Oregon)","60.5900000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.0830000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"US West (Oregon)","2899.5600000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","3.9720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"US West (N. California)","508.8100000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.6970000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"Asia Pacific (Singapore)","305.8700000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.4190000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"Asia Pacific (Mumbai)","1580.4500000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","2.1650000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.12xlarge",AWS,1yr,"Asia Pacific (Tokyo)","1570.2300000",convertible,"Linux/UNIX (Amazon VPC), m5a.12xlarge reserved instance applied","2.1510000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"US East (Ohio)","2899.5600000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","3.9720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"Asia Pacific (Singapore)","235.0600000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.3220000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.16xlarge",AWS,1yr,"US East (N. Virginia)","1470.2200000",convertible,"Linux/UNIX (Amazon VPC), m5a.16xlarge reserved instance applied","2.0140000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"Asia Pacific (Sydney)","2622.8900000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.5930000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"EU (Ireland)","74.46000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1020000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.xlarge",AWS,1yr,"US West (Oregon)","91.98000000",convertible,"Linux/UNIX (Amazon VPC), m5a.xlarge reserved instance applied","0.1260000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"EU (Ireland)","62.7800000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"EU (Frankfurt)","275.2100000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3770000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.large",AWS,1yr,"AWS GovCloud (US)","62.7800000",convertible,"Linux/UNIX (Amazon VPC), m5a.large reserved instance applied","0.0860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"Asia Pacific (Seoul)","1974.6500000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.7050000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"US West (N. California)","82.49000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1130000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"US East (N. Virginia)","823.44000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.1280000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.16xlarge",AWS,1yr,"Asia Pacific (Sydney)","2008.2300000",convertible,"Linux/UNIX (Amazon VPC), m5a.16xlarge reserved instance applied","2.7510000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"Asia Pacific (Sydney)","1116.9000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.5300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"Asia Pacific (Seoul)","582.5400000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.7980000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"EU (London)","64.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"EU (Stockholm)","1133.6900000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.5530000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"US West (Oregon)","823.44000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.1280000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"Asia Pacific (Sydney)","3350.7000000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.5900000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"US East (N. Virginia)","205.8600000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.2820000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"Asia Pacific (Tokyo)","170.8200000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2340000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"EU (Frankfurt)","1100.1100000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.5070000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"EU (Stockholm)","59.8600000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0820000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.12xlarge",AWS,1yr,"US East (Ohio)","1103.0300000",convertible,"Linux/UNIX (Amazon VPC), m5a.12xlarge reserved instance applied","1.5110000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"Asia Pacific (Sydney)","70.0800000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0960000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"South America (Sao Paulo)","75.92000000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.1040000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"Middle East (Bahrain)","2617.7800000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.5860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"AWS GovCloud (US)","164.9800000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2260000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"AWS GovCloud (US)","279.5900000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3830000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"EU (Stockholm)","120.4500000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1650000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"South America (Sao Paulo)","302.9500000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.4150000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.24xlarge",AWS,1yr,"Canada (Central)","2972.5600000",convertible,"Linux/UNIX (Amazon VPC), m5ad.24xlarge reserved instance applied","4.0720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","1722.0700000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.3590000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"EU (London)","3130.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.2890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"AWS GovCloud (US-East)","251.8500000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.3450000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"Asia Pacific (Sydney)","164.2500000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2250000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"AWS GovCloud (US-East)","82.49000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1130000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"Middle East (Bahrain)","327.0400000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.4480000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"AWS GovCloud (US)","502.2400000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.6880000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.12xlarge",AWS,1yr,"US West (N. California)","1525.7000000",convertible,"Linux/UNIX (Amazon VPC), m5a.12xlarge reserved instance applied","2.0900000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"US East (Ohio)","1235.8900000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","1.6930000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"Asia Pacific (Tokyo)","289.8100000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3970000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"EU (Frankfurt)","248.9300000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.3410000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","336.5300000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.4610000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"EU (London)","1043.9000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.4300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"EU (Ireland)","1008.8600000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.3820000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"US East (Ohio)","241.6300000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.3310000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.24xlarge",AWS,1yr,"EU (Ireland)","2726.5500000",convertible,"Linux/UNIX (Amazon VPC), m5a.24xlarge reserved instance applied","3.7350000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"AWS GovCloud (US)","3352.1600000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.5920000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"Canada (Central)","911.04000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.2480000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.2xlarge",AWS,1yr,"US West (Oregon)","221.1900000",convertible,"Linux/UNIX (Amazon VPC), m5ad.2xlarge reserved instance applied","0.3030000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"US East (Ohio)","120.4500000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.1650000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"EU (Ireland)","1189.9000000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.6300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"AWS GovCloud (US-East)","2640.4100000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.6170000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"US West (Oregon)","367.9200000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.5040000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.16xlarge",AWS,1yr,"US West (N. California)","2033.7800000",convertible,"Linux/UNIX (Amazon VPC), m5a.16xlarge reserved instance applied","2.7860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"US West (N. California)","1987.7900000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","2.7230000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"US West (N. California)","3974.8500000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","5.4450000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.xlarge",AWS,1yr,"EU (Ireland)","113.8800000",convertible,"Linux/UNIX (Amazon VPC), m5a.xlarge reserved instance applied","0.1560000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"Asia Pacific (Hong Kong)","4036.9000000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","5.5300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"US East (Ohio)","483.2600000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.6620000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"US West (Oregon)","102.9300000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1410000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.24xlarge",AWS,1yr,"Asia Pacific (Singapore)","3355.8100000",convertible,"Linux/UNIX (Amazon VPC), m5ad.24xlarge reserved instance applied","4.5970000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"US East (N. Virginia)","367.9200000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.5040000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"EU (Stockholm)","1700.1700000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","2.3290000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"AWS GovCloud (US-East)","279.5900000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3830000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"AWS GovCloud (US-East)","3352.1600000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.5920000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"Asia Pacific (Tokyo)","683.2800000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.9360000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"US East (N. Virginia)","2471.0500000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","3.3850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"US West (Oregon)","183.9600000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.2520000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"Asia Pacific (Singapore)","1565.8500000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.1450000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"Canada (Central)","205.1300000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.2810000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"EU (Paris)","237.9800000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.3260000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"EU (Frankfurt)","3300.3300000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.5210000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"EU (Ireland)","2018.4500000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.7650000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.24xlarge",AWS,1yr,"EU (Paris)","2859.4100000",convertible,"Linux/UNIX (Amazon VPC), m5a.24xlarge reserved instance applied","3.9170000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"AWS GovCloud (US)","251.1200000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.3440000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"AWS GovCloud (US-East)","164.9800000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2260000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"EU (Paris)","2112.6200000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.8940000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"US West (Oregon)","1449.7800000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","1.9860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"EU (Paris)","476.6900000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.6530000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"Middle East (Bahrain)","654.8100000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.8970000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"US East (N. Virginia)","183.9600000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.2520000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"EU (London)","2087.0700000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.8590000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"EU (Ireland)","148.9200000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2040000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.24xlarge",AWS,1yr,"US East (N. Virginia)","2652.8200000",convertible,"Linux/UNIX (Amazon VPC), m5ad.24xlarge reserved instance applied","3.6340000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"Asia Pacific (Mumbai)","3160.9000000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","4.3300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.12xlarge",AWS,1yr,"Canada (Central)","1230.0500000",convertible,"Linux/UNIX (Amazon VPC), m5a.12xlarge reserved instance applied","1.6850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"EU (Paris)","621.2300000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.8510000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"EU (Ireland)","126.2900000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1730000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"US East (Ohio)","367.9200000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.5040000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.8xlarge",AWS,1yr,"Asia Pacific (Singapore)","938.78000000",convertible,"Linux/UNIX (Amazon VPC), m5a.8xlarge reserved instance applied","1.2860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"US East (Ohio)","60.5900000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.0830000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"EU (London)","3130.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.2890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"AWS GovCloud (US)","2640.4100000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.6170000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"Asia Pacific (Seoul)","246.7400000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3380000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.large",AWS,1yr,"Asia Pacific (Singapore)","70.0800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.large reserved instance applied","0.0960000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"Asia Pacific (Hong Kong)","83.95000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1150000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"EU (Ireland)","3027.3100000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.1470000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"Asia Pacific (Sydney)","558.4500000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.7650000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"EU (Paris)","3728.8400000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","5.1080000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"Asia Pacific (Tokyo)","1159.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.5890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"EU (Ireland)","504.4300000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.6910000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"Asia Pacific (Singapore)","64.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"EU (Paris)","3728.8400000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","5.1080000000","Amazon Elastic Compute Cloud",Shared,Reserved
